direction_group,layer,seed,signal_scale,sae_latents,l1_coef,condition,concept_id,concept,snr,recovery_score,best_latent
random,4,2,0.01,2048,0.001,random_label_control,1,random_1,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,2,random_2,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,3,random_3,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,4,random_4,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,5,random_5,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,6,random_6,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,7,random_7,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,8,random_8,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_label_control,9,random_9,0.0,0.0,0
random,4,2,0.01,2048,0.001,random_pair_delta_control,0,random_0,0.0,0.06721491485220712,1092
random,4,2,0.01,2048,0.001,random_pair_delta_control,1,random_1,0.0,0.0538868841251304,618
random,4,2,0.01,2048,0.001,random_pair_delta_control,2,random_2,0.0,0.05054680692802265,320
random,4,2,0.01,2048,0.001,random_pair_delta_control,3,random_3,0.0,0.0674875957262308,1467
random,4,2,0.01,2048,0.001,random_pair_delta_control,4,random_4,0.0,0.058230327082422186,660
random,4,2,0.01,2048,0.001,random_pair_delta_control,5,random_5,0.0,0.07828587099420867,1794
random,4,2,0.01,2048,0.001,random_pair_delta_control,6,random_6,0.0,0.04981521210877099,1610
random,4,2,0.01,2048,0.001,random_pair_delta_control,7,random_7,0.0,0.05512971860352408,93
random,4,2,0.01,2048,0.001,random_pair_delta_control,8,random_8,0.0,0.0571528775785317,832
random,4,2,0.01,2048,0.001,random_pair_delta_control,9,random_9,0.0,0.054911797730414214,1152
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,0,random_0,0.0,0.05553236101166634,480
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,1,random_1,0.0,0.04922416236758793,446
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,2,random_2,0.0,0.05138245539932646,136
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,3,random_3,0.0,0.05310325953974476,163
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,4,random_4,0.0,0.047747216915702655,95
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,5,random_5,0.0,0.07568643644583722,357
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,6,random_6,0.0,0.05648279342887648,429
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,7,random_7,0.0,0.045490943233595496,390
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,8,random_8,0.0,0.058675656370648525,215
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,9,random_9,0.0,0.04730056894190447,407
random,4,0,0.02,512,0.001,topK20_K512_mixed,0,random_0,0.0,0.05759694007104313,415
random,4,0,0.02,512,0.001,topK20_K512_mixed,1,random_1,0.0,0.05447922565696544,185
random,4,0,0.02,512,0.001,topK20_K512_mixed,2,random_2,0.0,0.05455936392982367,123
random,4,0,0.02,512,0.001,topK20_K512_mixed,3,random_3,0.0,0.05055391535800496,508
random,4,0,0.02,512,0.001,topK20_K512_mixed,4,random_4,0.0,0.05614301295246587,277
random,4,0,0.02,512,0.001,topK20_K512_mixed,5,random_5,0.0,0.05631826030925408,63
random,4,0,0.02,512,0.001,topK20_K512_mixed,6,random_6,0.0,0.052029632953756046,303
random,4,0,0.02,512,0.001,topK20_K512_mixed,7,random_7,0.0,0.05379068318405251,485
random,4,0,0.02,512,0.001,topK20_K512_mixed,8,random_8,0.0,0.04607938410691483,135
random,4,0,0.02,512,0.001,topK20_K512_mixed,9,random_9,0.0,0.054985263094789,53
random,4,0,0.02,512,0.001,delta_K512,0,random_0,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,1,random_1,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,2,random_2,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,3,random_3,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,4,random_4,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,5,random_5,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,6,random_6,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,7,random_7,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,8,random_8,0.0,0.0,0
random,4,0,0.02,512,0.001,delta_K512,9,random_9,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,0,random_0,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,1,random_1,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,2,random_2,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,3,random_3,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,4,random_4,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,5,random_5,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,6,random_6,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,7,random_7,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,8,random_8,0.0,0.0,0
random,4,0,0.02,512,0.001,random_label_control,9,random_9,0.0,0.0,0
random,4,0,0.02,512,0.001,random_pair_delta_control,0,random_0,0.0,0.047526582960151324,49
random,4,0,0.02,512,0.001,random_pair_delta_control,1,random_1,0.0,0.06028508738397112,63
random,4,0,0.02,512,0.001,random_pair_delta_control,2,random_2,0.0,0.0503188704445541,490
random,4,0,0.02,512,0.001,random_pair_delta_control,3,random_3,0.0,0.04543520705723935,328
random,4,0,0.02,512,0.001,random_pair_delta_control,4,random_4,0.0,0.04358879331765278,237
random,4,0,0.02,512,0.001,random_pair_delta_control,5,random_5,0.0,0.04458634512880808,439
random,4,0,0.02,512,0.001,random_pair_delta_control,6,random_6,0.0,0.07301084810659081,342
random,4,0,0.02,512,0.001,random_pair_delta_control,7,random_7,0.0,0.067446975048827,156
random,4,0,0.02,512,0.001,random_pair_delta_control,8,random_8,0.0,0.05400024980428139,325
random,4,0,0.02,512,0.001,random_pair_delta_control,9,random_9,0.0,0.05267158280332248,383
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,0,random_0,0.0,0.048605566598624306,268
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,1,random_1,0.0,0.050265053149324196,172
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,2,random_2,0.0,0.056487551697440415,482
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,3,random_3,0.0,0.047358843726222025,276
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,4,random_4,0.0,0.05056807039944322,337
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,5,random_5,0.0,0.05150070181020782,406
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,6,random_6,0.0,0.04408422488601569,126
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,7,random_7,0.0,0.059781786912043534,354
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,8,random_8,0.0,0.06305999092997866,185
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,9,random_9,0.0,0.0626013095827075,82
random,4,1,0.02,512,0.001,topK20_K512_mixed,0,random_0,0.0,0.043265888170856553,277
random,4,1,0.02,512,0.001,topK20_K512_mixed,1,random_1,0.0,0.05636848632587925,6
random,4,1,0.02,512,0.001,topK20_K512_mixed,2,random_2,0.0,0.05398510328945079,8
random,4,1,0.02,512,0.001,topK20_K512_mixed,3,random_3,0.0,0.053167906035879765,308
random,4,1,0.02,512,0.001,topK20_K512_mixed,4,random_4,0.0,0.04426868023763406,495
random,4,1,0.02,512,0.001,topK20_K512_mixed,5,random_5,0.0,0.058780601922531574,124
random,4,1,0.02,512,0.001,topK20_K512_mixed,6,random_6,0.0,0.05331244926749284,237
random,4,1,0.02,512,0.001,topK20_K512_mixed,7,random_7,0.0,0.055776838014013404,462
random,4,1,0.02,512,0.001,topK20_K512_mixed,8,random_8,0.0,0.05369415024715799,464
random,4,1,0.02,512,0.001,topK20_K512_mixed,9,random_9,0.0,0.0662049213490957,344
random,4,1,0.02,512,0.001,delta_K512,0,random_0,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,1,random_1,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,2,random_2,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,3,random_3,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,4,random_4,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,5,random_5,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,6,random_6,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,7,random_7,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,8,random_8,0.0,0.0,0
random,4,1,0.02,512,0.001,delta_K512,9,random_9,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,0,random_0,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,1,random_1,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,2,random_2,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,3,random_3,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,4,random_4,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,5,random_5,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,6,random_6,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,7,random_7,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,8,random_8,0.0,0.0,0
random,4,1,0.02,512,0.001,random_label_control,9,random_9,0.0,0.0,0
random,4,1,0.02,512,0.001,random_pair_delta_control,0,random_0,0.0,0.05294686362664413,51
random,4,1,0.02,512,0.001,random_pair_delta_control,1,random_1,0.0,0.046340818214098654,489
random,4,1,0.02,512,0.001,random_pair_delta_control,2,random_2,0.0,0.055834822441213176,503
random,4,1,0.02,512,0.001,random_pair_delta_control,3,random_3,0.0,0.05599783881687874,108
random,4,1,0.02,512,0.001,random_pair_delta_control,4,random_4,0.0,0.06990681713433154,239
random,4,1,0.02,512,0.001,random_pair_delta_control,5,random_5,0.0,0.04821653799585556,1
random,4,1,0.02,512,0.001,random_pair_delta_control,6,random_6,0.0,0.04646093108960873,391
random,4,1,0.02,512,0.001,random_pair_delta_control,7,random_7,0.0,0.05250979140345527,449
random,4,1,0.02,512,0.001,random_pair_delta_control,8,random_8,0.0,0.054819275623134954,39
random,4,1,0.02,512,0.001,random_pair_delta_control,9,random_9,0.0,0.06855445385119792,469
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,0,random_0,0.0,0.045817712788840344,134
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,1,random_1,0.0,0.047852089282900225,289
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,2,random_2,0.0,0.05772373712254164,236
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,3,random_3,0.0,0.0527497355908957,239
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,4,random_4,0.0,0.05087692721267882,147
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,5,random_5,0.0,0.04398503281082746,355
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,6,random_6,0.0,0.04255618657405844,180
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,7,random_7,0.0,0.04744759071114814,324
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,8,random_8,0.0,0.0542611985630965,370
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,9,random_9,0.0,0.07558284917447464,156
random,4,2,0.02,512,0.001,topK20_K512_mixed,0,random_0,0.0,0.053887666320140575,267
random,4,2,0.02,512,0.001,topK20_K512_mixed,1,random_1,0.0,0.06052684457320395,310
random,4,2,0.02,512,0.001,topK20_K512_mixed,2,random_2,0.0,0.05418135345766384,442
random,4,2,0.02,512,0.001,topK20_K512_mixed,3,random_3,0.0,0.056801945519660585,241
random,4,2,0.02,512,0.001,topK20_K512_mixed,4,random_4,0.0,0.054181353457250496,455
random,4,2,0.02,512,0.001,topK20_K512_mixed,5,random_5,0.0,0.05478138674201323,243
random,4,2,0.02,512,0.001,topK20_K512_mixed,6,random_6,0.0,0.034244394242305694,310
random,4,2,0.02,512,0.001,topK20_K512_mixed,7,random_7,0.0,0.0558209744545277,305
random,4,2,0.02,512,0.001,topK20_K512_mixed,8,random_8,0.0,0.04581214220049259,36
random,4,2,0.02,512,0.001,topK20_K512_mixed,9,random_9,0.0,0.05759834273918894,496
random,4,2,0.02,512,0.001,delta_K512,0,random_0,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,1,random_1,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,2,random_2,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,3,random_3,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,4,random_4,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,5,random_5,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,6,random_6,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,7,random_7,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,8,random_8,0.0,0.0,0
random,4,2,0.02,512,0.001,delta_K512,9,random_9,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,0,random_0,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,1,random_1,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,2,random_2,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,3,random_3,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,4,random_4,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,5,random_5,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,6,random_6,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,7,random_7,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,8,random_8,0.0,0.0,0
random,4,2,0.02,512,0.001,random_label_control,9,random_9,0.0,0.0,0
random,4,2,0.02,512,0.001,random_pair_delta_control,0,random_0,0.0,0.0542347148551262,79
random,4,2,0.02,512,0.001,random_pair_delta_control,1,random_1,0.0,0.053763355902403026,491
random,4,2,0.02,512,0.001,random_pair_delta_control,2,random_2,0.0,0.04580652909308344,288
random,4,2,0.02,512,0.001,random_pair_delta_control,3,random_3,0.0,0.06325245253795153,255
random,4,2,0.02,512,0.001,random_pair_delta_control,4,random_4,0.0,0.050065973880891956,246
random,4,2,0.02,512,0.001,random_pair_delta_control,5,random_5,0.0,0.04924102627067268,21
random,4,2,0.02,512,0.001,random_pair_delta_control,6,random_6,0.0,0.04542984943928502,140
random,4,2,0.02,512,0.001,random_pair_delta_control,7,random_7,0.0,0.056016363884594196,443
random,4,2,0.02,512,0.001,random_pair_delta_control,8,random_8,0.0,0.04858210760672646,259
random,4,2,0.02,512,0.001,random_pair_delta_control,9,random_9,0.0,0.04632204819143938,123
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,0,random_0,0.0,0.059721066614382715,782
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,1,random_1,0.0,0.052894689926061285,1888
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,2,random_2,0.0,0.05276858829989753,1778
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,3,random_3,0.0,0.05394879464155423,1773
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,4,random_4,0.0,0.048041601454431086,288
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,5,random_5,0.0,0.07548278318598738,1994
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,6,random_6,0.0,0.06991934630039566,109
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,7,random_7,0.0,0.057938037819059034,1987
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,8,random_8,0.0,0.06640323659473146,732
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,9,random_9,0.0,0.04889154598481682,308
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,0,random_0,0.0,0.07627194311745247,398
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,1,random_1,0.0,0.07568702521549012,280
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,2,random_2,0.0,0.06931066270890664,458
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,3,random_3,0.0,0.05713453798029823,1248
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,4,random_4,0.0,0.07941139394147624,694
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,5,random_5,0.0,0.062404443532251094,1109
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,6,random_6,0.0,0.07852442188215258,1987
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,7,random_7,0.0,0.05379068318452059,745
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,8,random_8,0.0,0.07970771978901732,861
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,9,random_9,0.0,0.05877222377663209,387
random,4,0,0.02,2048,0.001,delta_K2048,0,random_0,0.0,0.993703005730245,891
random,4,0,0.02,2048,0.001,delta_K2048,1,random_1,0.0,0.9898075683536802,449
random,4,0,0.02,2048,0.001,delta_K2048,2,random_2,0.0,0.9927952874062492,725
random,4,0,0.02,2048,0.001,delta_K2048,3,random_3,0.0,0.9912908200107944,480
random,4,0,0.02,2048,0.001,delta_K2048,4,random_4,0.0,0.9887397522431275,1974
random,4,0,0.02,2048,0.001,delta_K2048,5,random_5,0.0,0.9793508000237047,805
random,4,0,0.02,2048,0.001,delta_K2048,6,random_6,0.0,0.9922190047963446,1933
random,4,0,0.02,2048,0.001,delta_K2048,7,random_7,0.0,0.9832971751032202,1089
random,4,0,0.02,2048,0.001,delta_K2048,8,random_8,0.0,0.9920358711989764,200
random,4,0,0.02,2048,0.001,delta_K2048,9,random_9,0.0,0.9927178807843452,430
random,4,0,0.02,2048,0.001,random_label_control,0,random_0,0.0,0.02428195218991694,1089
random,4,0,0.02,2048,0.001,random_label_control,1,random_1,0.0,0.015994112498645113,1810
random,4,0,0.02,2048,0.001,random_label_control,2,random_2,0.0,0.05541502092396668,805
random,4,0,0.02,2048,0.001,random_label_control,3,random_3,0.0,0.0415492200787626,1105
random,4,0,0.02,2048,0.001,random_label_control,4,random_4,0.0,0.024424503542896044,1361
random,4,0,0.02,2048,0.001,random_label_control,5,random_5,0.0,0.04887163149748627,911
random,4,0,0.02,2048,0.001,random_label_control,6,random_6,0.0,0.024543246217664908,911
random,4,0,0.02,2048,0.001,random_label_control,7,random_7,0.0,0.059089205129497134,805
random,4,0,0.02,2048,0.001,random_label_control,8,random_8,0.0,0.036232966973524586,891
random,4,0,0.02,2048,0.001,random_label_control,9,random_9,0.0,0.03319776369079329,830
random,4,0,0.02,2048,0.001,random_pair_delta_control,0,random_0,0.0,0.0436807562558036,1168
random,4,0,0.02,2048,0.001,random_pair_delta_control,1,random_1,0.0,0.0671106728082582,162
random,4,0,0.02,2048,0.001,random_pair_delta_control,2,random_2,0.0,0.05379952100784021,1678
random,4,0,0.02,2048,0.001,random_pair_delta_control,3,random_3,0.0,0.05195953646773948,1289
random,4,0,0.02,2048,0.001,random_pair_delta_control,4,random_4,0.0,0.0551989222624416,8
random,4,0,0.02,2048,0.001,random_pair_delta_control,5,random_5,0.0,0.06117200564558148,352
random,4,0,0.02,2048,0.001,random_pair_delta_control,6,random_6,0.0,0.07404216920289285,1091
random,4,0,0.02,2048,0.001,random_pair_delta_control,7,random_7,0.0,0.06676022006710391,1557
random,4,0,0.02,2048,0.001,random_pair_delta_control,8,random_8,0.0,0.06034800145613151,1526
random,4,0,0.02,2048,0.001,random_pair_delta_control,9,random_9,0.0,0.04941221689733067,658
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,0,random_0,0.0,0.062322378988262345,348
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,1,random_1,0.0,0.05856737892406923,929
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,2,random_2,0.0,0.06966330523759642,1993
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,3,random_3,0.0,0.05900105725191145,1778
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,4,random_4,0.0,0.05784682649474641,1256
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,5,random_5,0.0,0.05965469130872022,1257
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,6,random_6,0.0,0.051682791373366434,1042
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,7,random_7,0.0,0.06395202360945924,1145
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,8,random_8,0.0,0.06895850842368298,292
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,9,random_9,0.0,0.06578075523365849,1239
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,0,random_0,0.0,0.0567674767866384,817
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,1,random_1,0.0,0.0594261940057237,1573
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,2,random_2,0.0,0.06086461706806657,486
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,3,random_3,0.0,0.07601935158516683,1533
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,4,random_4,0.0,0.05658005542699154,831
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,5,random_5,0.0,0.06271794246332733,1035
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,6,random_6,0.0,0.059770495572287446,1718
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,7,random_7,0.0,0.06063126088121599,1882
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,8,random_8,0.0,0.06432625883275316,1657
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,9,random_9,0.0,0.08126413201703424,1028
random,4,1,0.02,2048,0.001,delta_K2048,0,random_0,0.0,0.9796630719150414,1898
random,4,1,0.02,2048,0.001,delta_K2048,1,random_1,0.0,0.978183926953475,1842
random,4,1,0.02,2048,0.001,delta_K2048,2,random_2,0.0,0.8704273707453019,1321
random,4,1,0.02,2048,0.001,delta_K2048,3,random_3,0.0,0.9941740204959559,860
random,4,1,0.02,2048,0.001,delta_K2048,4,random_4,0.0,0.9911231049077477,302
random,4,1,0.02,2048,0.001,delta_K2048,5,random_5,0.0,0.9769060302986414,1739
random,4,1,0.02,2048,0.001,delta_K2048,6,random_6,0.0,0.9930290757125243,1302
random,4,1,0.02,2048,0.001,delta_K2048,7,random_7,0.0,0.9689474943814194,1258
random,4,1,0.02,2048,0.001,delta_K2048,8,random_8,0.0,0.9929906816946369,143
random,4,1,0.02,2048,0.001,delta_K2048,9,random_9,0.0,0.9366286741354972,54
random,4,1,0.02,2048,0.001,random_label_control,0,random_0,0.0,0.039479975478322105,1842
random,4,1,0.02,2048,0.001,random_label_control,1,random_1,0.0,0.028347566626701466,768
random,4,1,0.02,2048,0.001,random_label_control,2,random_2,0.0,0.03213366058973258,1555
random,4,1,0.02,2048,0.001,random_label_control,3,random_3,0.0,0.04173512238974232,1344
random,4,1,0.02,2048,0.001,random_label_control,4,random_4,0.0,0.03995479926113089,711
random,4,1,0.02,2048,0.001,random_label_control,5,random_5,0.0,0.05037962404355306,591
random,4,1,0.02,2048,0.001,random_label_control,6,random_6,0.0,0.031219984269007548,1258
random,4,1,0.02,2048,0.001,random_label_control,7,random_7,0.0,0.041234153435597436,54
random,4,1,0.02,2048,0.001,random_label_control,8,random_8,0.0,0.03616015958083045,477
random,4,1,0.02,2048,0.001,random_label_control,9,random_9,0.0,0.0226974476096233,775
random,4,1,0.02,2048,0.001,random_pair_delta_control,0,random_0,0.0,0.06930325289264239,1467
random,4,1,0.02,2048,0.001,random_pair_delta_control,1,random_1,0.0,0.04967600426017416,779
random,4,1,0.02,2048,0.001,random_pair_delta_control,2,random_2,0.0,0.07225693606377268,67
random,4,1,0.02,2048,0.001,random_pair_delta_control,3,random_3,0.0,0.07305265871163157,402
random,4,1,0.02,2048,0.001,random_pair_delta_control,4,random_4,0.0,0.06497097313054039,593
random,4,1,0.02,2048,0.001,random_pair_delta_control,5,random_5,0.0,0.06218638507258995,997
random,4,1,0.02,2048,0.001,random_pair_delta_control,6,random_6,0.0,0.06842465581023395,1907
random,4,1,0.02,2048,0.001,random_pair_delta_control,7,random_7,0.0,0.06435986420317381,221
random,4,1,0.02,2048,0.001,random_pair_delta_control,8,random_8,0.0,0.056167099135460884,1572
random,4,1,0.02,2048,0.001,random_pair_delta_control,9,random_9,0.0,0.07831895388263346,1984
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,0,random_0,0.0,0.05858776012633299,281
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,1,random_1,0.0,0.06017695520291242,1196
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,2,random_2,0.0,0.06512316828856994,522
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,3,random_3,0.0,0.06352139485332493,1188
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,4,random_4,0.0,0.052287046905717234,1595
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,5,random_5,0.0,0.05760461974176803,275
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,6,random_6,0.0,0.05295811561365233,267
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,7,random_7,0.0,0.06065706602775395,1808
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,8,random_8,0.0,0.056718857833417395,1946
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,9,random_9,0.0,0.06946094753786722,748
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,0,random_0,0.0,0.053887666321085166,1513
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,1,random_1,0.0,0.0755311537514477,926
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,2,random_2,0.0,0.041871884371208715,2030
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,3,random_3,0.0,0.0609728464153504,1795
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,4,random_4,0.0,0.047518048677445114,1844
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,5,random_5,0.0,0.054781386742430355,721
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,6,random_6,0.0,0.05980715961743881,1551
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,7,random_7,0.0,0.05582097445504521,790
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,8,random_8,0.0,0.053790683184536,1608
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,9,random_9,0.0,0.059088447100834635,1348
random,4,2,0.02,2048,0.001,delta_K2048,0,random_0,0.0,0.9933754526440967,843
random,4,2,0.02,2048,0.001,delta_K2048,1,random_1,0.0,0.9756133571921162,1554
random,4,2,0.02,2048,0.001,delta_K2048,2,random_2,0.0,0.9205643176595518,804
random,4,2,0.02,2048,0.001,delta_K2048,3,random_3,0.0,0.9887704310288377,2012
random,4,2,0.02,2048,0.001,delta_K2048,4,random_4,0.0,0.9452458326073143,394
random,4,2,0.02,2048,0.001,delta_K2048,5,random_5,0.0,0.9820635754575584,1331
random,4,2,0.02,2048,0.001,delta_K2048,6,random_6,0.0,0.993087597630758,273
random,4,2,0.02,2048,0.001,delta_K2048,7,random_7,0.0,0.9893954315842561,1653
random,4,2,0.02,2048,0.001,delta_K2048,8,random_8,0.0,0.9604422455562107,101
random,4,2,0.02,2048,0.001,delta_K2048,9,random_9,0.0,0.991913902776382,839
random,4,2,0.02,2048,0.001,random_label_control,0,random_0,0.0,0.03849230476477906,312
random,4,2,0.02,2048,0.001,random_label_control,1,random_1,0.0,0.0284326796079348,1319
random,4,2,0.02,2048,0.001,random_label_control,2,random_2,0.0,0.051251129789633997,117
